vendor_id,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code_id,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount
2,2024-01-10 16:31:09,2024-01-10 17:24:09,3,4.54,-73.774464,40.719932,1,N,-73.761643,40.734785,1,40.35,0.0,0.5,4.02,0.0,44.87
2,2024-01-04 08:52:51,2024-01-04 09:42:51,1,10.77,-73.966263,40.778296,1,N,-73.970276,40.797542,1,54.42,0.0,0.5,11.93,0.0,66.85
1,2024-01-09 16:02:47,2024-01-09 16:40:47,1,14.6,-73.76124,40.703093,1,N,-73.776904,40.700476,2,58.0,0.0,0.5,0.0,0.0,58.5
1,2024-01-19 16:47:06,2024-01-19 17:45:06,2,18.52,-73.877024,40.700945,1,N,-73.868673,40.681013,1,77.8,0.0,0.5,7.08,0.0,85.38
2,2024-01-17 00:42:39,2024-01-17 01:22:39,2,6.25,-73.955825,40.819603,1,N,-73.947035,40.811616,1,38.12,0.0,0.5,3.83,0.0,42.45
1,2024-01-27 21:56:14,2024-01-27 22:05:14,2,3.56,-73.992448,40.782986,1,N,-73.997282,40.792911,1,15.9,0.0,0.5,1.61,0.0,18.01
1,2024-01-15 18:02:23,2024-01-15 18:21:23,3,8.89,-73.986945,40.807152,1,N,-73.982679,40.800042,1,34.23,0.0,0.5,4.37,0.0,39.1
1,2024-01-05 02:47:38,2024-01-05 03:06:38,3,15.05,-73.895364,40.776588,1,N,-73.901956,40.789325,1,49.62,0.0,0.5,2.79,0.0,52.91
2,2024-01-08 03:40:47,2024-01-08 03:42:47,3,9.16,-74.036136,40.846787,1,N,-74.031685,40.857527,1,26.4,0.0,0.5,4.74,0.0,31.64
1,2024-01-24 23:59:28,2024-01-25 00:25:28,1,15.42,-73.976805,40.781212,1,N,-73.996583,40.791251,2,54.05,0.0,0.5,0.0,0.0,54.55
2,2024-01-09 12:55:22,2024-01-09 13:47:22,2,16.98,-73.76261,40.753592,1,N,-73.780601,40.74356,1,70.95,0.0,0.5,14.22,0.0,85.67
2,2024-01-22 11:38:07,2024-01-22 12:18:07,1,8.97,-73.805498,40.828404,1,N,-73.808428,40.844678,2,44.92,0.0,0.5,0.0,0.0,45.42
1,2024-01-13 13:58:48,2024-01-13 14:47:48,1,12.57,-73.975828,40.777532,1,N,-73.965195,40.778384,2,58.42,0.0,0.5,0.0,0.0,58.92
1,2024-01-14 20:53:50,2024-01-14 21:09:50,3,4.7,-73.968485,40.713942,1,N,-73.966879,40.699477,1,22.25,0.0,0.5,3.93,0.0,26.68
2,2024-01-21 03:21:22,2024-01-21 03:48:22,4,7.85,-73.950736,40.743185,1,N,-73.968245,40.756501,1,35.62,0.0,0.5,7.63,0.0,43.75
2,2024-01-24 03:43:18,2024-01-24 03:44:18,2,16.73,-73.767178,40.709723,1,N,-73.771579,40.725389,1,44.83,0.0,0.5,5.47,0.0,50.8
1,2024-01-22 03:47:08,2024-01-22 04:19:08,2,3.38,-74.041293,40.717226,1,N,-74.034127,40.713399,1,26.95,0.0,0.5,6.61,0.0,34.06
1,2024-01-20 03:04:00,2024-01-20 03:42:00,1,9.29,-73.880682,40.65542,1,N,-73.874972,40.640848,1,44.72,0.0,0.5,4.24,0.0,49.46
1,2024-01-23 01:45:47,2024-01-23 02:06:47,4,8.49,-73.94875,40.825928,1,N,-73.95762,40.843976,1,34.23,0.0,0.5,4.02,0.0,38.75
1,2024-01-17 23:44:00,2024-01-17 23:59:00,1,19.0,-73.854957,40.806247,1,N,-73.848887,40.816416,1,57.5,0.0,0.5,8.93,0.0,66.93
1,2024-01-07 03:03:29,2024-01-07 03:34:29,1,15.36,-73.849162,40.762794,1,N,-73.860443,40.770773,1,56.4,0.0,0.5,10.97,0.0,67.87
1,2024-01-16 02:23:11,2024-01-16 02:30:11,3,7.57,-73.876395,40.835777,1,N,-73.873363,40.852098,1,24.93,0.0,0.5,0.47,0.0,25.9
2,2024-01-05 22:43:25,2024-01-05 23:28:25,4,19.68,-73.818256,40.820059,1,N,-73.81424,40.804901,1,74.2,0.0,0.5,6.44,0.0,81.14
1,2024-01-18 23:44:46,2024-01-18 23:49:46,1,2.2,-73.898212,40.718246,1,N,-73.884229,40.731139,2,10.5,0.0,0.5,0.0,0.0,11.0
2,2024-01-22 03:22:45,2024-01-22 03:34:45,2,10.81,-73.829861,40.843095,1,N,-73.839058,40.855423,2,35.53,0.0,0.5,0.0,0.0,36.03
2,2024-01-29 18:16:58,2024-01-29 18:34:58,4,9.07,-73.953309,40.699099,1,N,-73.935924,40.690256,2,34.17,0.0,0.5,0.0,0.0,34.67
1,2024-01-17 07:55:49,2024-01-17 07:57:49,1,5.24,-73.901708,40.715003,1,N,-73.902206,40.709196,1,16.6,0.0,0.5,2.31,0.0,19.41
1,2024-01-05 03:44:46,2024-01-05 04:00:46,2,12.95,-73.833978,40.747716,1,N,-73.823651,40.75534,2,42.88,0.0,0.5,0.0,0.0,43.38
2,2024-01-05 12:24:54,2024-01-05 12:43:54,2,9.52,-73.983521,40.788357,1,N,-73.991273,40.791619,1,35.8,0.0,0.5,3.81,0.0,40.11
2,2024-01-18 01:53:20,2024-01-18 02:38:20,3,6.38,-73.913876,40.711325,1,N,-73.924654,40.720176,1,40.95,0.0,0.5,1.96,0.0,43.41
2,2024-01-14 10:08:43,2024-01-14 10:55:43,1,16.67,-73.873124,40.802042,1,N,-73.869252,40.821262,1,67.68,0.0,0.5,6.11,0.0,74.29
1,2024-01-01 16:29:02,2024-01-01 17:15:02,1,13.98,-73.889759,40.704862,1,N,-73.870787,40.706996,2,60.45,0.0,0.5,0.0,0.0,60.95
1,2024-01-01 14:17:24,2024-01-01 14:54:24,4,5.12,-73.964698,40.745743,1,N,-73.97107,40.764363,2,33.8,0.0,0.5,0.0,0.0,34.3
1,2024-01-04 04:07:50,2024-01-04 04:33:50,1,16.24,-73.902476,40.765404,1,N,-73.895018,40.751473,1,56.1,0.0,0.5,13.94,0.0,70.54
2,2024-01-28 02:12:07,2024-01-28 03:01:07,2,7.67,-73.925148,40.769225,1,N,-73.920411,40.780253,1,46.17,0.0,0.5,9.93,0.0,56.6
1,2024-01-15 19:47:37,2024-01-15 20:24:37,1,4.23,-73.863692,40.771926,1,N,-73.854088,40.78983,1,31.58,0.0,0.5,5.21,0.0,37.29
2,2024-01-12 15:27:47,2024-01-12 15:39:47,1,9.45,-73.884402,40.681307,1,N,-73.888061,40.688882,1,32.12,0.0,0.5,2.31,0.0,34.93
1,2024-01-23 00:59:05,2024-01-23 01:04:05,1,13.26,-73.843785,40.834782,1,N,-73.832272,40.839784,2,38.15,0.0,0.5,0.0,0.0,38.65
2,2024-01-27 10:27:40,2024-01-27 10:42:40,1,3.4,-73.85571,40.831682,1,N,-73.842645,40.814538,1,18.5,0.0,0.5,2.03,0.0,21.03
1,2024-01-15 18:17:30,2024-01-15 19:02:30,2,12.0,-73.929247,40.704449,1,N,-73.927648,40.701959,1,55.0,0.0,0.5,8.3,0.0,63.8
1,2024-01-05 10:24:12,2024-01-05 10:39:12,3,19.99,-73.761427,40.817192,1,N,-73.758419,40.835223,1,59.97,0.0,0.5,8.64,0.0,69.11
2,2024-01-23 20:10:23,2024-01-23 20:44:23,2,12.73,-73.854547,40.833215,1,N,-73.867287,40.836628,1,51.33,0.0,0.5,6.03,0.0,57.86
2,2024-01-17 04:19:56,2024-01-17 04:40:56,2,5.84,-73.84896,40.821547,1,N,-73.855768,40.829294,1,27.6,0.0,0.5,3.14,0.0,31.24
2,2024-01-13 06:03:57,2024-01-13 06:24:57,4,0.12,-74.015224,40.80451,1,N,-74.000628,40.817507,2,13.3,0.0,0.5,0.0,0.0,13.8
2,2024-01-03 15:09:08,2024-01-03 15:22:08,1,1.13,-73.894468,40.774527,1,N,-73.894528,40.772209,1,11.82,0.0,0.5,2.74,0.0,15.06
1,2024-01-24 12:43:48,2024-01-24 12:51:48,1,6.28,-74.041339,40.776004,1,N,-74.029366,40.784395,2,22.2,0.0,0.5,0.0,0.0,22.7
2,2024-01-11 21:47:42,2024-01-11 22:41:42,3,10.02,-73.776121,40.74229,1,N,-73.791422,40.755576,1,54.55,0.0,0.5,6.94,0.0,61.99
2,2024-01-21 04:04:52,2024-01-21 04:58:52,2,3.89,-73.90525,40.744444,1,N,-73.906979,40.73023,1,39.23,0.0,0.5,8.47,0.0,48.2
1,2024-01-21 03:26:34,2024-01-21 03:48:34,2,6.04,-73.769725,40.751548,1,N,-73.756903,40.742862,2,28.6,0.0,0.5,0.0,0.0,29.1
1,2024-01-22 16:15:55,2024-01-22 16:50:55,4,18.66,-73.904698,40.716488,1,N,-73.894183,40.711576,1,66.65,0.0,0.5,16.34,0.0,83.49
2,2024-01-28 18:11:33,2024-01-28 18:36:33,4,14.13,-73.979931,40.805109,1,N,-73.998185,40.814897,2,50.33,0.0,0.5,0.0,0.0,50.83
1,2024-01-08 09:12:55,2024-01-08 09:44:55,4,2.1,-73.760553,40.675249,1,N,-73.741939,40.668529,2,23.75,0.0,0.5,0.0,0.0,24.25
2,2024-01-26 12:46:38,2024-01-26 13:45:38,2,3.17,-73.912922,40.794489,1,N,-73.916523,40.80068,1,39.92,0.0,0.5,3.38,0.0,43.8
1,2024-01-04 21:34:26,2024-01-04 22:29:26,4,12.57,-73.95143,40.784871,1,N,-73.950085,40.803037,2,61.42,0.0,0.5,0.0,0.0,61.92
2,2024-01-30 23:23:32,2024-01-30 23:28:32,1,1.9,-73.979569,40.78688,1,N,-73.988074,40.775979,1,9.75,0.0,0.5,1.08,0.0,11.33
1,2024-01-02 09:43:33,2024-01-02 09:46:33,2,4.96,-73.952688,40.661224,1,N,-73.958349,40.658451,1,16.4,0.0,0.5,0.7,0.0,17.6
1,2024-01-30 14:06:33,2024-01-30 15:02:33,3,4.72,-73.935237,40.786627,1,N,-73.93533,40.789953,1,42.3,0.0,0.5,4.86,0.0,47.66
2,2024-01-23 14:03:33,2024-01-23 15:01:33,1,19.75,-73.963711,40.75932,1,N,-73.980757,40.777129,2,80.88,0.0,0.5,0.0,0.0,81.38
2,2024-01-23 04:15:08,2024-01-23 05:10:08,1,7.69,-73.959363,40.849875,1,N,-73.94523,40.834141,1,49.23,0.0,0.5,12.22,0.0,61.95
2,2024-01-02 01:33:41,2024-01-02 02:27:41,1,14.92,-73.852531,40.704896,1,N,-73.849894,40.712328,2,66.8,0.0,0.5,0.0,0.0,67.3
1,2024-01-12 04:06:26,2024-01-12 04:45:26,4,15.14,-73.80942,40.693801,1,N,-73.821815,40.683826,1,59.85,0.0,0.5,9.4,0.0,69.75
1,2024-01-15 23:55:58,2024-01-16 00:46:58,3,5.97,-73.917753,40.765915,1,N,-73.908459,40.74952,2,42.92,0.0,0.5,0.0,0.0,43.42
2,2024-01-10 17:56:34,2024-01-10 18:05:34,1,5.52,-73.814046,40.825292,1,N,-73.819412,40.825364,1,20.8,0.0,0.5,4.75,0.0,26.05
2,2024-01-15 07:51:52,2024-01-15 08:39:52,1,15.11,-73.788881,40.810847,1,N,-73.790148,40.793859,2,64.28,0.0,0.5,0.0,0.0,64.78
2,2024-01-05 09:12:37,2024-01-05 10:03:37,1,15.01,-73.931628,40.702892,1,N,-73.946684,40.697635,2,65.53,0.0,0.5,0.0,0.0,66.03
2,2024-01-06 06:13:56,2024-01-06 06:57:56,1,18.31,-73.979853,40.655005,1,N,-73.964484,40.657461,1,70.28,0.0,0.5,11.16,0.0,81.94
1,2024-01-15 16:04:37,2024-01-15 16:46:37,1,9.9,-73.927511,40.677955,1,N,-73.909661,40.67013,1,48.25,0.0,0.5,10.7,0.0,59.45
1,2024-01-19 20:48:18,2024-01-19 21:18:18,3,11.79,-73.938697,40.839876,1,N,-73.930838,40.841484,1,46.97,0.0,0.5,10.4,0.0,57.87
2,2024-01-24 18:07:50,2024-01-24 18:47:50,1,8.92,-73.927565,40.840304,1,N,-73.946256,40.835125,1,44.8,0.0,0.5,1.11,0.0,46.41
1,2024-01-27 10:20:55,2024-01-27 11:18:55,4,2.53,-73.756647,40.721735,1,N,-73.760721,40.709327,2,37.83,0.0,0.5,0.0,0.0,38.33
1,2024-01-11 07:07:16,2024-01-11 07:49:16,4,19.78,-73.858152,40.844219,1,N,-73.876129,40.837559,1,72.95,0.0,0.5,1.25,0.0,74.7
2,2024-01-29 11:11:08,2024-01-29 11:25:08,1,11.96,-73.806084,40.6966,1,N,-73.795109,40.708146,1,39.4,0.0,0.5,9.73,0.0,49.63
1,2024-01-09 11:18:13,2024-01-09 11:26:13,1,4.83,-73.851683,40.655156,1,N,-73.871089,40.666755,1,18.57,0.0,0.5,0.81,0.0,19.88
1,2024-01-07 03:41:03,2024-01-07 04:29:03,2,7.3,-73.923712,40.67273,1,N,-73.94117,40.670661,1,44.75,0.0,0.5,5.06,0.0,50.31
2,2024-01-30 20:39:05,2024-01-30 20:42:05,1,12.9,-73.831827,40.83175,1,N,-73.825471,40.823815,1,36.25,0.0,0.5,9.05,0.0,45.8
2,2024-01-21 16:38:41,2024-01-21 17:22:41,1,6.51,-74.017611,40.79248,1,N,-74.019869,40.808451,1,40.77,0.0,0.5,1.29,0.0,42.56
1,2024-01-19 11:47:08,2024-01-19 12:26:08,4,14.07,-73.890833,40.740743,1,N,-73.886616,40.72471,1,57.17,0.0,0.5,6.15,0.0,63.82
2,2024-01-21 02:07:39,2024-01-21 02:29:39,1,6.32,-73.801774,40.729746,1,N,-73.792589,40.722248,1,29.3,0.0,0.5,6.99,0.0,36.79
2,2024-01-04 06:12:57,2024-01-04 06:18:57,2,16.25,-73.800468,40.668646,1,N,-73.816605,40.678198,1,46.12,0.0,0.5,6.76,0.0,53.38
1,2024-01-06 22:24:35,2024-01-06 22:51:35,1,14.45,-73.943921,40.783068,1,N,-73.93391,40.797792,1,52.12,0.0,0.5,4.58,0.0,57.2
1,2024-01-08 12:16:25,2024-01-08 12:59:25,1,2.39,-73.905343,40.819455,1,N,-73.911338,40.821706,1,29.98,0.0,0.5,6.05,0.0,36.53
1,2024-01-30 13:31:49,2024-01-30 14:31:49,1,15.27,-73.852651,40.788694,1,N,-73.871493,40.779625,1,70.67,0.0,0.5,0.11,0.0,71.28
2,2024-01-28 11:48:42,2024-01-28 12:31:42,1,14.95,-73.929765,40.678375,1,N,-73.924438,40.659601,2,61.38,0.0,0.5,0.0,0.0,61.88
1,2024-01-23 00:32:08,2024-01-23 00:54:08,1,11.96,-74.002777,40.712327,1,N,-74.009802,40.729983,1,43.4,0.0,0.5,1.71,0.0,45.61
1,2024-01-04 23:02:57,2024-01-04 23:20:57,2,4.39,-73.917066,40.734803,1,N,-73.912783,40.73137,1,22.48,0.0,0.5,1.94,0.0,24.92
2,2024-01-14 18:00:21,2024-01-14 18:44:21,2,7.97,-73.846454,40.747327,1,N,-73.839769,40.729144,1,44.42,0.0,0.5,0.09,0.0,45.01
1,2024-01-11 06:06:19,2024-01-11 06:56:19,1,14.97,-74.00883,40.701104,1,N,-74.015705,40.681413,1,64.93,0.0,0.5,6.17,0.0,71.6
1,2024-01-25 06:50:52,2024-01-25 07:26:52,1,0.94,-73.799994,40.81124,1,N,-73.817111,40.825711,2,22.85,0.0,0.5,0.0,0.0,23.35
2,2024-01-16 04:44:31,2024-01-16 05:21:31,1,8.16,-73.921215,40.730885,1,N,-73.915609,40.722466,1,41.4,0.0,0.5,8.29,0.0,50.19
1,2024-01-18 13:35:20,2024-01-18 13:41:20,4,1.67,-73.918986,40.671173,1,N,-73.921559,40.667191,1,9.68,0.0,0.5,1.8,0.0,11.98
1,2024-01-17 04:03:11,2024-01-17 04:53:11,1,18.13,-73.99956,40.752097,1,N,-74.014999,40.752495,1,72.82,0.0,0.5,13.24,0.0,86.56
2,2024-01-12 11:16:23,2024-01-12 11:23:23,1,13.14,-74.006067,40.689454,1,N,-74.001971,40.699863,2,38.85,0.0,0.5,0.0,0.0,39.35
1,2024-01-28 08:47:57,2024-01-28 09:36:57,1,19.73,-73.87616,40.786227,1,N,-73.860878,40.791947,1,76.33,0.0,0.5,2.88,0.0,79.71
1,2024-01-23 18:19:57,2024-01-23 18:48:57,2,1.58,-73.860584,40.809266,1,N,-73.856927,40.803344,2,20.95,0.0,0.5,0.0,0.0,21.45
2,2024-01-03 18:16:54,2024-01-03 18:40:54,2,12.34,-73.800491,40.665346,1,N,-73.785921,40.679558,2,45.35,0.0,0.5,0.0,0.0,45.85
1,2024-01-29 04:07:57,2024-01-29 04:43:57,1,11.48,-73.763731,40.797784,1,N,-73.78209,40.814146,1,49.2,0.0,0.5,7.44,0.0,57.14
2,2024-01-04 00:05:17,2024-01-04 00:34:17,1,10.14,-74.018949,40.829825,1,N,-74.025211,40.838398,1,42.35,0.0,0.5,2.62,0.0,45.47
2,2024-01-22 07:57:48,2024-01-22 08:31:48,1,8.23,-73.893176,40.681749,1,N,-73.898262,40.673065,1,40.08,0.0,0.5,7.91,0.0,48.49
1,2024-01-04 04:47:34,2024-01-04 05:09:34,2,13.17,-74.021648,40.785676,1,N,-74.030282,40.794625,1,46.42,0.0,0.5,3.87,0.0,50.79
2,2024-01-17 23:34:14,2024-01-17 23:54:14,1,18.77,-73.759691,40.789696,1,N,-73.764013,40.793498,2,59.42,0.0,0.5,0.0,0.0,59.92
2,2024-01-07 04:53:25,2024-01-07 05:36:25,3,1.96,-73.839151,40.839422,1,N,-73.819264,40.85592,2,28.9,0.0,0.5,0.0,0.0,29.4
1,2024-01-01 21:14:24,2024-01-01 21:38:24,1,3.92,-73.95734,40.840234,1,N,-73.963671,40.85088,1,24.3,0.0,0.5,0.47,0.0,25.27
1,2024-01-25 15:30:04,2024-01-25 16:20:04,2,17.54,-73.888069,40.797729,1,N,-73.887008,40.804206,1,71.35,0.0,0.5,10.65,0.0,82.5
1,2024-01-08 21:01:54,2024-01-08 21:13:54,2,8.81,-73.800596,40.80422,1,N,-73.788234,40.790842,1,30.53,0.0,0.5,5.16,0.0,36.19
1,2024-01-22 13:31:44,2024-01-22 14:11:44,4,6.26,-73.964522,40.799707,1,N,-73.966565,40.801067,2,38.15,0.0,0.5,0.0,0.0,38.65
1,2024-01-18 20:33:56,2024-01-18 21:17:56,2,7.7,-73.765861,40.846888,1,N,-73.767394,40.838159,2,43.75,0.0,0.5,0.0,0.0,44.25
1,2024-01-10 16:39:52,2024-01-10 17:31:52,1,7.49,-73.868601,40.8246,1,N,-73.886514,40.823824,1,47.23,0.0,0.5,3.37,0.0,51.1
2,2024-01-14 05:49:29,2024-01-14 06:18:29,2,4.52,-73.778408,40.67947,1,N,-73.780909,40.697327,1,28.3,0.0,0.5,6.58,0.0,35.38
1,2024-01-03 14:02:55,2024-01-03 14:28:55,1,0.66,-73.899398,40.697156,1,N,-73.879617,40.692153,1,17.15,0.0,0.5,3.39,0.0,21.04
1,2024-01-02 20:37:35,2024-01-02 20:56:35,2,9.44,-73.774781,40.744491,1,N,-73.761537,40.754845,1,35.6,0.0,0.5,8.06,0.0,44.16
1,2024-01-13 10:10:22,2024-01-13 10:24:22,1,2.31,-73.799511,40.759761,1,N,-73.790422,40.760872,1,15.28,0.0,0.5,1.15,0.0,16.93
1,2024-01-12 13:48:07,2024-01-12 14:15:07,2,10.05,-73.858314,40.774562,1,N,-73.875802,40.78803,1,41.12,0.0,0.5,6.5,0.0,48.12
1,2024-01-07 23:16:44,2024-01-07 23:35:44,1,13.32,-73.921228,40.772962,1,N,-73.931605,40.769625,1,45.3,0.0,0.5,0.77,0.0,46.57
1,2024-01-19 22:54:41,2024-01-19 23:50:41,4,0.42,-73.908959,40.777134,1,N,-73.889717,40.76728,1,31.55,0.0,0.5,2.72,0.0,34.77
2,2024-01-29 05:57:59,2024-01-29 06:45:59,4,12.89,-73.822996,40.676682,1,N,-73.828904,40.670224,2,58.73,0.0,0.5,0.0,0.0,59.23
2,2024-01-31 16:01:32,2024-01-31 16:13:32,1,5.94,-73.806551,40.66262,1,N,-73.795503,40.660927,1,23.35,0.0,0.5,5.17,0.0,29.02
1,2024-01-16 01:15:52,2024-01-16 01:48:52,1,12.97,-73.930533,40.813081,1,N,-73.931597,40.794546,1,51.43,0.0,0.5,11.08,0.0,63.01
2,2024-01-17 02:43:13,2024-01-17 03:01:13,2,17.9,-74.012657,40.723604,1,N,-73.997078,40.733336,1,56.25,0.0,0.5,13.69,0.0,70.44
2,2024-01-25 03:39:24,2024-01-25 04:03:24,2,1.67,-73.772707,40.753855,1,N,-73.760661,40.762938,1,18.68,0.0,0.5,2.55,0.0,21.73
2,2024-01-05 23:32:06,2024-01-05 23:38:06,2,3.42,-73.951624,40.709128,1,N,-73.953787,40.717835,1,14.05,0.0,0.5,1.57,0.0,16.12
1,2024-01-30 20:21:14,2024-01-30 20:49:14,1,12.79,-73.967633,40.846005,1,N,-73.949717,40.829007,1,48.47,0.0,0.5,11.55,0.0,60.52
2,2024-01-30 11:52:25,2024-01-30 12:36:25,2,7.39,-73.815606,40.65696,1,N,-73.832917,40.668101,1,42.97,0.0,0.5,6.5,0.0,49.97
1,2024-01-19 00:12:17,2024-01-19 00:36:17,1,6.36,-73.916818,40.665377,1,N,-73.93131,40.660055,1,30.4,0.0,0.5,7.3,0.0,38.2
2,2024-01-10 00:45:42,2024-01-10 01:17:42,1,14.11,-73.894676,40.832709,1,N,-73.909966,40.843708,1,53.77,0.0,0.5,9.33,0.0,63.6
